Source Name	Characteristics [Organism]	Term Source 1 REF	Term Source 1 Accession	Characteristics [Strains]	Term Source 2 REF	Term Source 2 Accession	Protocol REF	Protocol REF	Protocol REF	Assay Name	Experimental Condition [ # fill in]	Comment [Gene Identifier]	Comment [Gene Symbol]	Comment [Gene Annotation Comments]	Dataset Name	Image File	Comment [Image File Path]	Comment [Image File Comments]	Comment [Image File Type]	Channels	Protocol REF	Processed Data File	Position
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos130.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos130
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos131.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos131
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos132.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos132
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos133.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos133
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos134.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos134
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos135.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos135
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos136.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos136
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos137.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos137
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos138.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos138
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos139.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos139
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos140.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos140
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos141.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos141
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos142.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos142
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos143.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos143
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos144.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos144
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos145.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos145
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos201.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos201
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos202.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos202
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos203.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos203
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos204.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos204
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos205.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos205
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos206.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos206
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos207.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos207
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos208.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos208
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos209.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos209
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos210.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos210
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos211.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos211
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos212.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos212
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos213.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos213
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos214.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos214
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos215.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos215
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos216.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos216
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos217.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos217
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos218.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos218
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos219.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos219
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos220.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos220
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos221.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos221
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos222.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos222
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos223.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos223
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos224.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos224
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos225.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos225
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos226.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos226
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos227.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos227
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos228.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos228
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos229.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos229
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos230.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos230
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos231.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos231
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos232.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos232
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos233.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos233
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos234.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos234
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos235.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos235
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos236.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos236
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos237.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos237
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos238.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos238
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos239.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos239
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos240.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos240
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos241.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos241
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos242.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos242
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos243.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos243
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos244.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos244
EL746_and_EL702	Escherichia coli			EL746_and_EL702						subpool-3_run-2_EXP-18-BQ3537					subpool-3_run-2_EXP-18-BQ3537_phenotyping	Pos245.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos245
EL748_and_EL702	Escherichia coli			EL748_and_EL702						subpool-4_run-1_EXP-18-BQ3519					subpool-4_run-1_EXP-18-BQ3519_phenotyping	Pos101.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos101
EL748_and_EL702	Escherichia coli			EL748_and_EL702						subpool-4_run-1_EXP-18-BQ3519					subpool-4_run-1_EXP-18-BQ3519_phenotyping	Pos102.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos102
EL748_and_EL702	Escherichia coli			EL748_and_EL702						subpool-4_run-1_EXP-18-BQ3519					subpool-4_run-1_EXP-18-BQ3519_phenotyping	Pos103.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos103
EL748_and_EL702	Escherichia coli			EL748_and_EL702						subpool-4_run-1_EXP-18-BQ3519					subpool-4_run-1_EXP-18-BQ3519_phenotyping	Pos104.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos104
EL748_and_EL702	Escherichia coli			EL748_and_EL702						subpool-4_run-1_EXP-18-BQ3519					subpool-4_run-1_EXP-18-BQ3519_phenotyping	Pos105.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos105
EL748_and_EL702	Escherichia coli			EL748_and_EL702						subpool-4_run-1_EXP-18-BQ3519					subpool-4_run-1_EXP-18-BQ3519_phenotyping	Pos106.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos106
EL748_and_EL702	Escherichia coli			EL748_and_EL702						subpool-4_run-1_EXP-18-BQ3519					subpool-4_run-1_EXP-18-BQ3519_phenotyping	Pos107.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos107
EL748_and_EL702	Escherichia coli			EL748_and_EL702						subpool-4_run-1_EXP-18-BQ3519					subpool-4_run-1_EXP-18-BQ3519_phenotyping	Pos108.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos108
EL748_and_EL702	Escherichia coli			EL748_and_EL702						subpool-4_run-1_EXP-18-BQ3519					subpool-4_run-1_EXP-18-BQ3519_phenotyping	Pos109.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos109
EL748_and_EL702	Escherichia coli			EL748_and_EL702						subpool-4_run-1_EXP-18-BQ3519					subpool-4_run-1_EXP-18-BQ3519_phenotyping	Pos110.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos110
EL748_and_EL702	Escherichia coli			EL748_and_EL702						subpool-4_run-1_EXP-18-BQ3519					subpool-4_run-1_EXP-18-BQ3519_phenotyping	Pos111.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos111
EL748_and_EL702	Escherichia coli			EL748_and_EL702						subpool-4_run-1_EXP-18-BQ3519					subpool-4_run-1_EXP-18-BQ3519_phenotyping	Pos112.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos112
EL748_and_EL702	Escherichia coli			EL748_and_EL702						subpool-4_run-1_EXP-18-BQ3519					subpool-4_run-1_EXP-18-BQ3519_phenotyping	Pos113.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos113
EL748_and_EL702	Escherichia coli			EL748_and_EL702						subpool-4_run-1_EXP-18-BQ3519					subpool-4_run-1_EXP-18-BQ3519_phenotyping	Pos114.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos114
EL748_and_EL702	Escherichia coli			EL748_and_EL702						subpool-4_run-1_EXP-18-BQ3519					subpool-4_run-1_EXP-18-BQ3519_phenotyping	Pos115.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos115
EL748_and_EL702	Escherichia coli			EL748_and_EL702						subpool-4_run-1_EXP-18-BQ3519					subpool-4_run-1_EXP-18-BQ3519_phenotyping	Pos116.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos116
EL748_and_EL702	Escherichia coli			EL748_and_EL702						subpool-4_run-1_EXP-18-BQ3519					subpool-4_run-1_EXP-18-BQ3519_phenotyping	Pos117.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos117
EL748_and_EL702	Escherichia coli			EL748_and_EL702						subpool-4_run-1_EXP-18-BQ3519					subpool-4_run-1_EXP-18-BQ3519_phenotyping	Pos118.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos118
EL748_and_EL702	Escherichia coli			EL748_and_EL702						subpool-4_run-1_EXP-18-BQ3519					subpool-4_run-1_EXP-18-BQ3519_phenotyping	Pos119.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos119
EL748_and_EL702	Escherichia coli			EL748_and_EL702						subpool-4_run-1_EXP-18-BQ3519					subpool-4_run-1_EXP-18-BQ3519_phenotyping	Pos120.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos120
EL748_and_EL702	Escherichia coli			EL748_and_EL702						subpool-4_run-1_EXP-18-BQ3519					subpool-4_run-1_EXP-18-BQ3519_phenotyping	Pos121.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos121
EL748_and_EL702	Escherichia coli			EL748_and_EL702						subpool-4_run-1_EXP-18-BQ3519					subpool-4_run-1_EXP-18-BQ3519_phenotyping	Pos122.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos122
EL748_and_EL702	Escherichia coli			EL748_and_EL702						subpool-4_run-1_EXP-18-BQ3519					subpool-4_run-1_EXP-18-BQ3519_phenotyping	Pos123.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos123
EL748_and_EL702	Escherichia coli			EL748_and_EL702						subpool-4_run-1_EXP-18-BQ3519					subpool-4_run-1_EXP-18-BQ3519_phenotyping	Pos124.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos124
EL748_and_EL702	Escherichia coli			EL748_and_EL702						subpool-4_run-1_EXP-18-BQ3519					subpool-4_run-1_EXP-18-BQ3519_phenotyping	Pos125.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos125
EL748_and_EL702	Escherichia coli			EL748_and_EL702						subpool-4_run-1_EXP-18-BQ3519					subpool-4_run-1_EXP-18-BQ3519_phenotyping	Pos126.ome.tiff		Note: A blank fluorescence image implies that no fluorescence image was aquired on this position at this timepoint.	raw	phase:Phase contrast, fluor: SeqA-YFP			Pos126
